acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
38/46,0.8260869565217391,0.8260869565217391,0.8276515151515151,0.8276515151515151,12,EffNet_RecPlot + EffNet_RecPlot
45/46,0.9782608695652174,0.9782505910165484,0.9791666666666667,0.9791666666666667,42,MobileNet_Original + MobileNet_RecPlot
43/46,0.9347826086956522,0.9340028694404592,0.9318181818181819,0.9318181818181819,42,MobileNet_Original + EffNet_Original
46/46,1.0,1.0,1.0,1.0,42,MobileNet_Original + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,42,MobileNet_RecPlot + EffNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.893939393939394,0.893939393939394,42,MobileNet_RecPlot + EffNet_RecPlot
40/46,0.8695652173913043,0.8654970760233918,0.8636363636363636,0.8636363636363636,42,EffNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,42,MobileNet_Original + MobileNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.893939393939394,0.893939393939394,42,MobileNet_RecPlot + MobileNet_RecPlot
34/46,0.7391304347826086,0.7200811359026369,0.7291666666666667,0.7291666666666667,42,EffNet_Original + EffNet_Original
34/46,0.7391304347826086,0.7386363636363636,0.7386363636363636,0.7386363636363636,42,EffNet_RecPlot + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,65,MobileNet_Original + MobileNet_RecPlot
40/46,0.8695652173913043,0.8654970760233918,0.8636363636363636,0.8636363636363636,65,MobileNet_Original + EffNet_Original
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,65,MobileNet_Original + EffNet_RecPlot
42/46,0.9130434782608695,0.9115384615384616,0.9090909090909092,0.9090909090909092,65,MobileNet_RecPlot + EffNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.893939393939394,0.893939393939394,65,MobileNet_RecPlot + EffNet_RecPlot
42/46,0.9130434782608695,0.9115384615384616,0.9090909090909092,0.9090909090909092,65,EffNet_Original + EffNet_RecPlot
43/46,0.9347826086956522,0.9345040341718083,0.9337121212121212,0.9337121212121212,65,MobileNet_Original + MobileNet_Original
43/46,0.9347826086956522,0.9347517730496454,0.9375,0.9375,65,MobileNet_RecPlot + MobileNet_RecPlot
35/46,0.7608695652173914,0.7401129943502824,0.75,0.75,65,EffNet_Original + EffNet_Original
38/46,0.8260869565217391,0.8260869565217391,0.8276515151515151,0.8276515151515151,65,EffNet_RecPlot + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,87,MobileNet_Original + MobileNet_RecPlot
40/46,0.8695652173913043,0.8654970760233918,0.8636363636363636,0.8636363636363636,87,MobileNet_Original + EffNet_Original
46/46,1.0,1.0,1.0,1.0,87,MobileNet_Original + EffNet_RecPlot
43/46,0.9347826086956522,0.9340028694404592,0.9318181818181819,0.9318181818181819,87,MobileNet_RecPlot + EffNet_Original
39/46,0.8478260869565217,0.8471760797342193,0.8522727272727273,0.8522727272727273,87,MobileNet_RecPlot + EffNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,87,EffNet_Original + EffNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,87,MobileNet_Original + MobileNet_Original
42/46,0.9130434782608695,0.9128787878787878,0.9166666666666667,0.9166666666666667,87,MobileNet_RecPlot + MobileNet_RecPlot
35/46,0.7608695652173914,0.7401129943502824,0.75,0.75,87,EffNet_Original + EffNet_Original
37/46,0.8043478260869565,0.8042553191489361,0.8068181818181819,0.8068181818181819,87,EffNet_RecPlot + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,93,MobileNet_Original + MobileNet_RecPlot
39/46,0.8478260869565217,0.8417690417690418,0.8409090909090908,0.8409090909090908,93,MobileNet_Original + EffNet_Original
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,93,MobileNet_Original + EffNet_RecPlot
40/46,0.8695652173913043,0.8654970760233918,0.8636363636363636,0.8636363636363636,93,MobileNet_RecPlot + EffNet_Original
39/46,0.8478260869565217,0.8477541371158392,0.8503787878787878,0.8503787878787878,93,MobileNet_RecPlot + EffNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,93,EffNet_Original + EffNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,93,MobileNet_Original + MobileNet_Original
40/46,0.8695652173913043,0.8693181818181819,0.8693181818181819,0.8693181818181819,93,MobileNet_RecPlot + MobileNet_RecPlot
36/46,0.782608695652174,0.7667342799188641,0.7727272727272727,0.7727272727272727,93,EffNet_Original + EffNet_Original
40/46,0.8695652173913043,0.8693181818181819,0.8693181818181819,0.8693181818181819,93,EffNet_RecPlot + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,107,MobileNet_Original + MobileNet_RecPlot
42/46,0.9130434782608695,0.9115384615384616,0.9090909090909092,0.9090909090909092,107,MobileNet_Original + EffNet_Original
46/46,1.0,1.0,1.0,1.0,107,MobileNet_Original + EffNet_RecPlot
41/46,0.8913043478260869,0.8887276245766812,0.8863636363636364,0.8863636363636364,107,MobileNet_RecPlot + EffNet_Original
40/46,0.8695652173913043,0.8685714285714285,0.875,0.875,107,MobileNet_RecPlot + EffNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,107,EffNet_Original + EffNet_RecPlot
42/46,0.9130434782608695,0.9123809523809524,0.9109848484848485,0.9109848484848485,107,MobileNet_Original + MobileNet_Original
42/46,0.9130434782608695,0.9128787878787878,0.9166666666666667,0.9166666666666667,107,MobileNet_RecPlot + MobileNet_RecPlot
34/46,0.7391304347826086,0.7125,0.7272727272727273,0.7272727272727273,107,EffNet_Original + EffNet_Original
39/46,0.8478260869565217,0.8471760797342193,0.8522727272727273,0.8522727272727273,107,EffNet_RecPlot + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,121,MobileNet_Original + MobileNet_RecPlot
40/46,0.8695652173913043,0.8673076923076923,0.865530303030303,0.865530303030303,121,MobileNet_Original + EffNet_Original
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,121,MobileNet_Original + EffNet_RecPlot
41/46,0.8913043478260869,0.8887276245766812,0.8863636363636364,0.8863636363636364,121,MobileNet_RecPlot + EffNet_Original
42/46,0.9130434782608695,0.9130434782608695,0.9147727272727273,0.9147727272727273,121,MobileNet_RecPlot + EffNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,121,EffNet_Original + EffNet_RecPlot
42/46,0.9130434782608695,0.9123809523809524,0.9109848484848485,0.9109848484848485,121,MobileNet_Original + MobileNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.8920454545454546,0.8920454545454546,121,MobileNet_RecPlot + MobileNet_RecPlot
38/46,0.8260869565217391,0.8174603174603174,0.8181818181818181,0.8181818181818181,121,EffNet_Original + EffNet_Original
40/46,0.8695652173913043,0.8695652173913043,0.8712121212121212,0.8712121212121212,121,EffNet_RecPlot + EffNet_RecPlot
