seed,cenario,sample,y_true,y_pred,prob_0,prob_1,prob_2
7,MobileNet_RecPlot + EffNet_RecPlot,3,0,0,0.8683640360832214,0.02479211986064911,0.10684385895729065
7,MobileNet_RecPlot + EffNet_RecPlot,4,0,0,0.988267183303833,0.007585827261209488,0.004147013649344444
7,MobileNet_RecPlot + EffNet_RecPlot,5,0,0,0.9905237555503845,0.002503220457583666,0.006973037961870432
7,MobileNet_RecPlot + EffNet_RecPlot,6,0,0,0.973716676235199,0.01073947362601757,0.015543850138783455
7,MobileNet_RecPlot + EffNet_RecPlot,7,0,1,0.04526878148317337,0.9383641481399536,0.016367072239518166
7,MobileNet_RecPlot + EffNet_RecPlot,8,0,2,0.4097255766391754,0.14906176924705505,0.44121265411376953
7,MobileNet_RecPlot + EffNet_RecPlot,9,0,2,0.33209970593452454,0.312265545129776,0.35563477873802185
7,MobileNet_RecPlot + EffNet_RecPlot,10,0,0,0.9227587580680847,0.034392960369586945,0.04284825921058655
7,MobileNet_RecPlot + EffNet_RecPlot,11,0,1,0.06991516053676605,0.9215545654296875,0.008530233055353165
7,MobileNet_RecPlot + EffNet_RecPlot,12,0,2,0.4699556231498718,0.04790251702070236,0.4821418523788452
7,MobileNet_RecPlot + EffNet_RecPlot,13,0,2,0.22354760766029358,0.06103513389825821,0.7154172658920288
7,MobileNet_RecPlot + EffNet_RecPlot,14,0,0,0.5934352278709412,0.37761473655700684,0.028950011357665062
7,MobileNet_RecPlot + EffNet_RecPlot,15,0,1,0.08089952170848846,0.7741018533706665,0.14499865472316742
7,MobileNet_RecPlot + EffNet_RecPlot,16,0,2,0.27416491508483887,0.32840773463249207,0.3974273204803467
7,MobileNet_RecPlot + EffNet_RecPlot,17,0,0,0.9649962186813354,0.011733360588550568,0.02327047660946846
7,MobileNet_RecPlot + EffNet_RecPlot,18,1,1,0.2262359857559204,0.6517325639724731,0.12203142791986465
7,MobileNet_RecPlot + EffNet_RecPlot,19,1,1,0.0076071289367973804,0.9726181030273438,0.0197747889906168
7,MobileNet_RecPlot + EffNet_RecPlot,20,1,1,0.035842183977365494,0.9560101628303528,0.008147675544023514
7,MobileNet_RecPlot + EffNet_RecPlot,21,1,1,0.02871299348771572,0.9392693042755127,0.03201774135231972
7,MobileNet_RecPlot + EffNet_RecPlot,22,1,1,0.06433264166116714,0.9067049026489258,0.02896246314048767
7,MobileNet_RecPlot + EffNet_RecPlot,23,1,0,0.6678210496902466,0.27371641993522644,0.05846250057220459
7,MobileNet_RecPlot + EffNet_RecPlot,24,1,1,0.015834711492061615,0.9788964986801147,0.005268813110888004
7,MobileNet_RecPlot + EffNet_RecPlot,25,1,1,0.022945981472730637,0.9563406109809875,0.02071339637041092
7,MobileNet_RecPlot + EffNet_RecPlot,26,1,1,0.015596882440149784,0.9707909822463989,0.013612151145935059
7,MobileNet_RecPlot + EffNet_RecPlot,27,1,1,0.17475135624408722,0.6098788976669312,0.21536973118782043
7,MobileNet_RecPlot + EffNet_RecPlot,28,1,1,0.07612401247024536,0.8692695498466492,0.05460643768310547
7,MobileNet_RecPlot + EffNet_RecPlot,29,1,1,0.019019821658730507,0.8280857801437378,0.15289439260959625
7,MobileNet_RecPlot + EffNet_RecPlot,30,1,1,0.0103993471711874,0.9805753231048584,0.00902534183114767
7,MobileNet_RecPlot + EffNet_RecPlot,31,1,1,0.002205814467743039,0.9943788051605225,0.0034153955057263374
7,EffNet_Original + EffNet_RecPlot,0,0,2,0.33378785848617554,0.21974559128284454,0.4464665353298187
7,EffNet_Original + EffNet_RecPlot,1,0,0,0.5107819437980652,0.02178778126835823,0.46743032336235046
7,EffNet_Original + EffNet_RecPlot,2,0,0,0.620068371295929,0.045669905841350555,0.33426177501678467
7,EffNet_Original + EffNet_RecPlot,3,0,0,0.6098731756210327,0.26466235518455505,0.12546449899673462
7,EffNet_Original + EffNet_RecPlot,4,0,0,0.9932178854942322,0.0034418264403939247,0.003340311348438263
7,EffNet_Original + EffNet_RecPlot,5,0,0,0.9966158270835876,0.0009495338308624923,0.0024345945566892624
7,EffNet_Original + EffNet_RecPlot,6,0,0,0.998183012008667,0.0008895158534869552,0.0009274652693420649
7,EffNet_Original + EffNet_RecPlot,7,0,1,0.47598955035209656,0.4885421097278595,0.035468362271785736
7,EffNet_Original + EffNet_RecPlot,8,0,2,0.40918344259262085,0.1578679233789444,0.43294861912727356
7,EffNet_Original + EffNet_RecPlot,9,0,0,0.5654155611991882,0.055055730044841766,0.3795287013053894
7,EffNet_Original + EffNet_RecPlot,10,0,0,0.9767128825187683,0.009766076691448689,0.013521016575396061
7,EffNet_Original + EffNet_RecPlot,11,0,0,0.5140907168388367,0.48055604100227356,0.005353209096938372
7,EffNet_Original + EffNet_RecPlot,12,0,0,0.663069486618042,0.03418618440628052,0.3027443289756775
7,EffNet_Original + EffNet_RecPlot,13,0,0,0.5406700372695923,0.04392652586102486,0.41540345549583435
7,EffNet_Original + EffNet_RecPlot,14,0,0,0.9839945435523987,0.009133562445640564,0.006871867459267378
7,EffNet_Original + EffNet_RecPlot,15,0,1,0.3598930537700653,0.4679832458496094,0.17212367057800293
7,EffNet_Original + EffNet_RecPlot,16,0,0,0.6739006042480469,0.052589960396289825,0.2735094428062439
7,EffNet_Original + EffNet_RecPlot,17,0,0,0.9775053262710571,0.00584345543757081,0.016651222482323647
7,EffNet_Original + EffNet_RecPlot,18,1,1,0.15738755464553833,0.7690023183822632,0.07361012697219849
7,EffNet_Original + EffNet_RecPlot,19,1,1,0.0002250011748401448,0.9991947412490845,0.0005802459199912846
7,EffNet_Original + EffNet_RecPlot,20,1,1,0.032208241522312164,0.9584051966667175,0.009386509656906128
7,EffNet_Original + EffNet_RecPlot,21,1,1,0.01519505213946104,0.9207267761230469,0.06407812237739563
7,EffNet_Original + EffNet_RecPlot,22,1,1,0.01160378847271204,0.9836001396179199,0.004796104039996862
7,EffNet_Original + EffNet_RecPlot,23,1,1,0.3841424882411957,0.5811896324157715,0.03466784581542015
7,EffNet_Original + EffNet_RecPlot,24,1,1,0.002377833006903529,0.7636124491691589,0.2340097427368164
7,EffNet_Original + EffNet_RecPlot,25,1,1,0.0007032545981928706,0.9861857891082764,0.013110941275954247
7,EffNet_Original + EffNet_RecPlot,26,1,1,0.0024322080425918102,0.9797697067260742,0.01779811456799507
7,EffNet_Original + EffNet_RecPlot,27,1,1,0.11318164318799973,0.794953465461731,0.0918649435043335
7,EffNet_Original + EffNet_RecPlot,28,1,1,0.03363324701786041,0.9357092976570129,0.030657455325126648
7,EffNet_Original + EffNet_RecPlot,29,1,1,0.0035861742217093706,0.9635252952575684,0.03288855776190758
7,EffNet_Original + EffNet_RecPlot,30,1,1,0.004271557554602623,0.89371657371521,0.10201188921928406
7,EffNet_Original + EffNet_RecPlot,31,1,1,0.08539386093616486,0.8485499620437622,0.06605616956949234
7,MobileNet_Original + MobileNet_Original,0,0,0,0.5828401446342468,0.3272455632686615,0.08991437405347824
7,MobileNet_Original + MobileNet_Original,1,0,0,0.6523873805999756,0.29161155223846436,0.056001096963882446
7,MobileNet_Original + MobileNet_Original,2,0,0,0.8188655972480774,0.11867133527994156,0.06246302276849747
7,MobileNet_Original + MobileNet_Original,3,0,1,0.20250268280506134,0.7847478985786438,0.01274947915226221
7,MobileNet_Original + MobileNet_Original,4,0,0,0.986635148525238,0.006806324236094952,0.006558522116392851
7,MobileNet_Original + MobileNet_Original,5,0,0,0.99970942735672,8.457020885543898e-05,0.0002059972466668114
7,MobileNet_Original + MobileNet_Original,6,0,0,0.9998317956924438,0.00010793595720315352,6.024402682669461e-05
7,MobileNet_Original + MobileNet_Original,7,0,1,0.31690338253974915,0.5716784000396729,0.11141826212406158
7,MobileNet_Original + MobileNet_Original,8,0,0,0.6606828570365906,0.23846381902694702,0.10085329413414001
7,MobileNet_Original + MobileNet_Original,9,0,0,0.6989786028862,0.09446554630994797,0.20655587315559387
7,MobileNet_Original + MobileNet_Original,10,0,0,0.9735482335090637,0.01585949771106243,0.010592305101454258
7,MobileNet_Original + MobileNet_Original,11,0,0,0.724822461605072,0.05703599378466606,0.21814152598381042
7,MobileNet_Original + MobileNet_Original,12,0,0,0.9783249497413635,0.00835846085101366,0.013316604308784008
7,MobileNet_Original + MobileNet_Original,13,0,0,0.813427746295929,0.030220603570342064,0.15635168552398682
7,MobileNet_Original + MobileNet_Original,14,0,0,0.997645914554596,0.0011106306919828057,0.0012434999225661159
7,MobileNet_Original + MobileNet_Original,15,0,2,0.20352116227149963,0.017132485285401344,0.7793463468551636
7,MobileNet_Original + MobileNet_Original,16,0,0,0.6968525648117065,0.06547896564006805,0.2376684844493866
7,MobileNet_Original + MobileNet_Original,17,0,0,0.92121422290802,0.01043254416435957,0.06835320591926575
7,MobileNet_Original + MobileNet_Original,18,1,1,0.0035841919016093016,0.9934711456298828,0.002944663632661104
7,MobileNet_Original + MobileNet_Original,19,1,1,0.0002592804084997624,0.9991710186004639,0.0005697354208678007
7,MobileNet_Original + MobileNet_Original,20,1,1,0.001217211247421801,0.9973400831222534,0.0014427534770220518
7,MobileNet_Original + MobileNet_Original,21,1,1,0.0587926059961319,0.7155266404151917,0.22568076848983765
7,MobileNet_Original + MobileNet_Original,22,1,1,0.01083980593830347,0.9564535021781921,0.03270671144127846
7,MobileNet_Original + MobileNet_Original,23,1,1,0.04167785495519638,0.9225471019744873,0.03577509522438049
7,MobileNet_Original + MobileNet_Original,24,1,1,0.057247012853622437,0.7802411913871765,0.16251185536384583
7,MobileNet_Original + MobileNet_Original,25,1,1,0.008119584992527962,0.9664009213447571,0.025479501113295555
7,MobileNet_Original + MobileNet_Original,26,1,1,0.13208304345607758,0.7362821102142334,0.1316349059343338
7,MobileNet_Original + MobileNet_Original,27,1,1,0.056472234427928925,0.8059784770011902,0.1375492960214615
7,MobileNet_Original + MobileNet_Original,28,1,1,0.018974045291543007,0.9620152115821838,0.01901078037917614
7,MobileNet_Original + MobileNet_Original,29,1,1,0.02079339697957039,0.9428682327270508,0.03633841499686241
7,MobileNet_Original + MobileNet_Original,30,1,1,0.07247522473335266,0.802091658115387,0.12543310225009918
7,MobileNet_Original + MobileNet_Original,31,1,1,0.057533640414476395,0.9049974083900452,0.03746896609663963
7,MobileNet_RecPlot + MobileNet_RecPlot,0,0,1,0.24574266374111176,0.43315696716308594,0.3211003243923187
7,MobileNet_RecPlot + MobileNet_RecPlot,1,0,2,0.23860770463943481,0.16394245624542236,0.5974498987197876
7,MobileNet_RecPlot + MobileNet_RecPlot,2,0,2,0.16400046646595,0.024910857900977135,0.8110887408256531
7,MobileNet_RecPlot + MobileNet_RecPlot,3,0,0,0.9352129697799683,0.023560136556625366,0.041226908564567566
7,MobileNet_RecPlot + MobileNet_RecPlot,4,0,0,0.9862754940986633,0.009803548455238342,0.003920983988791704
7,MobileNet_RecPlot + MobileNet_RecPlot,5,0,0,0.9866663813591003,0.0033523915335536003,0.009981216862797737
7,MobileNet_RecPlot + MobileNet_RecPlot,6,0,0,0.9495288133621216,0.020310137420892715,0.030161049216985703
7,MobileNet_RecPlot + MobileNet_RecPlot,7,0,1,0.06007600203156471,0.9220787882804871,0.017845219001173973
7,MobileNet_RecPlot + MobileNet_RecPlot,8,0,0,0.3648782968521118,0.2710169851779938,0.3641047477722168
7,MobileNet_RecPlot + MobileNet_RecPlot,9,0,1,0.30329346656799316,0.555728554725647,0.1409779191017151
7,MobileNet_RecPlot + MobileNet_RecPlot,10,0,0,0.8907488584518433,0.04980164393782616,0.05944949388504028
7,MobileNet_RecPlot + MobileNet_RecPlot,11,0,1,0.10270320624113083,0.8833023309707642,0.013994457200169563
7,MobileNet_RecPlot + MobileNet_RecPlot,12,0,0,0.5668977499008179,0.03811291605234146,0.3949893116950989
7,MobileNet_RecPlot + MobileNet_RecPlot,13,0,2,0.343919038772583,0.047482602298259735,0.6085983514785767
7,MobileNet_RecPlot + MobileNet_RecPlot,14,0,1,0.2141285538673401,0.738616406917572,0.04725506156682968
7,MobileNet_RecPlot + MobileNet_RecPlot,15,0,1,0.044903047382831573,0.7134455442428589,0.24165140092372894
7,MobileNet_RecPlot + MobileNet_RecPlot,16,0,1,0.15001696348190308,0.5744016766548157,0.27558133006095886
7,MobileNet_RecPlot + MobileNet_RecPlot,17,0,0,0.9640663266181946,0.01508539542555809,0.020848311483860016
7,MobileNet_RecPlot + MobileNet_RecPlot,18,1,1,0.161261647939682,0.7356942892074585,0.10304410010576248
7,MobileNet_RecPlot + MobileNet_RecPlot,19,1,1,0.014812464825809002,0.9467464089393616,0.038441114127635956
7,MobileNet_RecPlot + MobileNet_RecPlot,20,1,1,0.012566273100674152,0.9811448454856873,0.006288903299719095
7,MobileNet_RecPlot + MobileNet_RecPlot,21,1,1,0.05729452893137932,0.8811101913452148,0.06159532070159912
7,MobileNet_RecPlot + MobileNet_RecPlot,22,1,1,0.11659231781959534,0.8306133151054382,0.052794378250837326
7,MobileNet_RecPlot + MobileNet_RecPlot,23,1,0,0.5825513005256653,0.34388864040374756,0.07356003671884537
7,MobileNet_RecPlot + MobileNet_RecPlot,24,1,1,0.03042001463472843,0.9598070979118347,0.009772909805178642
7,MobileNet_RecPlot + MobileNet_RecPlot,25,1,1,0.04522698000073433,0.9138399362564087,0.040933072566986084
7,MobileNet_RecPlot + MobileNet_RecPlot,26,1,1,0.029490437358617783,0.9573692083358765,0.013140403665602207
7,MobileNet_RecPlot + MobileNet_RecPlot,27,1,1,0.12512464821338654,0.6025915145874023,0.2722838521003723
