image_name,subfolder
scc_md_40x_6.jpg,scc_md
scc_md_40x_63.jpg,scc_md
scc_md_40x_64.jpg,scc_md
scc_md_40x_65.jpg,scc_md
scc_md_40x_66.jpg,scc_md
scc_md_40x_67.jpg,scc_md
scc_md_40x_68.jpg,scc_md
scc_md_40x_69.jpg,scc_md
scc_md_40x_70.jpg,scc_md
scc_md_40x_71.jpg,scc_md
scc_md_40x_72.jpg,scc_md
scc_md_40x_73.jpg,scc_md
scc_md_40x_74.jpg,scc_md
scc_md_40x_901.jpg,scc_md
scc_md_40x_902.jpg,scc_md
scc_md_40x_903.jpg,scc_md
scc_md_40x_904.jpg,scc_md
scc_md_40x_905.jpg,scc_md
