sample,tipo_representacao,target_class,iou_top_k,ssim,seed,y_true,y_pred,acerto_ensemble
9,recplot,0,0.05263157894736842,0.3174332316357581,87,0,0,True
10,recplot,0,0.1111111111111111,0.40092924912680933,87,0,0,True
11,recplot,0,0.02564102564102564,0.3140380550842492,87,0,1,False
12,recplot,0,0.1111111111111111,0.3448032076413908,87,0,2,False
13,recplot,0,0.14285714285714285,0.2825257037478902,87,0,2,False
14,recplot,0,0.02564102564102564,0.2739485112118929,87,0,0,True
15,recplot,0,0.05263157894736842,0.34887217741436355,87,0,1,False
16,recplot,0,0.1111111111111111,0.3523297800559177,87,0,0,True
17,recplot,0,0.05263157894736842,0.31741770597262897,87,0,0,True
18,recplot,1,0.17647058823529413,0.25471089118232854,87,1,1,True
19,recplot,1,0.02564102564102564,0.2680056279493476,87,1,1,True
0,recplot,0,0.02564102564102564,0.2810109302556377,93,0,2,False
1,recplot,0,0.14285714285714285,0.30247737194982616,93,0,2,False
2,recplot,0,0.0,0.24751380796033084,93,0,2,False
3,recplot,0,0.05263157894736842,0.25820092788684385,93,0,0,True
4,recplot,0,0.25,0.33054346975772547,93,0,0,True
5,recplot,0,0.2903225806451613,0.41285105603964656,93,0,0,True
6,recplot,0,0.48148148148148145,0.373056545152166,93,0,0,True
7,recplot,0,0.05263157894736842,0.33690944836178754,93,0,1,False
8,recplot,0,0.0,0.27532411002487556,93,0,0,True
9,recplot,0,0.0,0.33211353003359056,93,0,0,True
10,recplot,0,0.2903225806451613,0.46625913086993115,93,0,0,True
11,recplot,0,0.05263157894736842,0.41739751205359793,93,0,1,False
12,recplot,0,0.1111111111111111,0.2754811125437875,93,0,0,True
13,recplot,0,0.0,0.33128062239538264,93,0,0,True
14,recplot,0,0.08108108108108109,0.2531891360001722,93,0,0,True
15,recplot,0,0.0,0.3455458604504078,93,0,1,False
16,recplot,0,0.02564102564102564,0.3619287557331456,93,0,2,False
17,recplot,0,0.48148148148148145,0.41995449000265506,93,0,0,True
18,recplot,1,0.0,0.27855120453004817,93,1,1,True
19,recplot,1,0.14285714285714285,0.25317539499784025,93,1,1,True
0,recplot,0,0.0,0.2739154282908269,107,0,2,False
1,recplot,0,0.02564102564102564,0.3461181886984921,107,0,2,False
2,recplot,0,0.08108108108108109,0.3589820714115944,107,0,2,False
3,recplot,0,0.05263157894736842,0.30307778726582424,107,0,0,True
4,recplot,0,0.1111111111111111,0.36042568119271795,107,0,0,True
5,recplot,0,0.05263157894736842,0.349015157944649,107,0,0,True
6,recplot,0,0.05263157894736842,0.33794256679119605,107,0,0,True
7,recplot,0,0.0,0.3213550152384216,107,0,1,False
8,recplot,0,0.02564102564102564,0.26535982035983463,107,0,0,True
9,recplot,0,0.0,0.33433002369566933,107,0,0,True
10,recplot,0,0.02564102564102564,0.41084310636585597,107,0,0,True
11,recplot,0,0.02564102564102564,0.2221454619003335,107,0,1,False
12,recplot,0,0.14285714285714285,0.38466972329352717,107,0,0,True
13,recplot,0,0.02564102564102564,0.2783694023318302,107,0,2,False
14,recplot,0,0.05263157894736842,0.2855369294503816,107,0,0,True
15,recplot,0,0.05263157894736842,0.32840716257567054,107,0,1,False
16,recplot,0,0.0,0.3386470580963226,107,0,0,True
17,recplot,0,0.05263157894736842,0.29974683516931927,107,0,0,True
18,recplot,1,0.0,0.3291095470322789,107,1,1,True
19,recplot,1,0.05263157894736842,0.3244182370584649,107,1,1,True
0,recplot,0,0.02564102564102564,0.25732674505278613,121,0,2,False
1,recplot,0,0.02564102564102564,0.33234300294082875,121,0,2,False
2,recplot,0,0.14285714285714285,0.3709754249184097,121,0,2,False
3,recplot,0,0.0,0.30742665704711664,121,0,1,False
4,recplot,0,0.02564102564102564,0.25707987912387,121,0,0,True
5,recplot,0,0.0,0.29917534079035984,121,0,0,True
6,recplot,0,0.0,0.31768486489204284,121,0,0,True
7,recplot,0,0.02564102564102564,0.30424172696753127,121,0,1,False
8,recplot,0,0.0,0.28001086373074163,121,0,0,True
9,recplot,0,0.05263157894736842,0.3488022166656197,121,0,0,True
10,recplot,0,0.0,0.3237890017844722,121,0,0,True
11,recplot,0,0.25,0.3039290890009237,121,0,1,False
12,recplot,0,0.0,0.3036585892733356,121,0,0,True
13,recplot,0,0.1111111111111111,0.3110025903659792,121,0,0,True
14,recplot,0,0.0,0.303715942245857,121,0,0,True
15,recplot,0,0.14285714285714285,0.3118805464966685,121,0,1,False
16,recplot,0,0.02564102564102564,0.31617390056962014,121,0,2,False
17,recplot,0,0.0,0.3059689032305201,121,0,0,True
18,recplot,1,0.02564102564102564,0.36223148600986527,121,1,1,True
19,recplot,1,0.1111111111111111,0.28191603327978504,121,1,1,True
