seed,cenario,sample,y_true,y_pred,prob_0,prob_1
7,MobileNet_RecPlot + EffNet_Original,14,0,0,0.5775021910667419,0.42249783873558044
7,MobileNet_RecPlot + EffNet_Original,15,0,0,0.8034275770187378,0.1965724378824234
7,MobileNet_RecPlot + EffNet_Original,16,0,0,0.6932600736618042,0.3067398965358734
7,MobileNet_RecPlot + EffNet_Original,17,0,0,0.8234552145004272,0.17654477059841156
7,MobileNet_RecPlot + EffNet_Original,18,0,0,0.7333364486694336,0.2666635811328888
7,MobileNet_RecPlot + EffNet_Original,19,0,0,0.7958410978317261,0.2041589319705963
7,MobileNet_RecPlot + EffNet_Original,20,0,0,0.6822221279144287,0.3177778422832489
7,MobileNet_RecPlot + EffNet_Original,21,0,0,0.7030617594718933,0.2969382107257843
7,MobileNet_RecPlot + EffNet_Original,22,1,1,0.043738093227148056,0.956261932849884
7,MobileNet_RecPlot + EffNet_Original,23,1,1,0.005684315226972103,0.9943156838417053
7,MobileNet_RecPlot + EffNet_Original,24,1,1,0.01429403480142355,0.9857059121131897
7,MobileNet_RecPlot + EffNet_Original,25,1,1,0.23124530911445618,0.7687547206878662
7,MobileNet_RecPlot + EffNet_Original,26,1,1,0.33753737807273865,0.662462592124939
7,MobileNet_RecPlot + EffNet_Original,27,1,1,0.042466264218091965,0.9575337171554565
7,MobileNet_RecPlot + EffNet_Original,28,1,1,0.10043495893478394,0.8995651006698608
7,MobileNet_RecPlot + EffNet_Original,29,1,1,0.1428995430469513,0.8571004867553711
7,MobileNet_RecPlot + EffNet_Original,30,1,1,0.026026526466012,0.9739734530448914
7,MobileNet_RecPlot + EffNet_Original,31,1,1,0.09590424597263336,0.9040957689285278
7,MobileNet_RecPlot + EffNet_RecPlot,0,0,0,0.5690959095954895,0.4309040904045105
7,MobileNet_RecPlot + EffNet_RecPlot,1,0,1,0.4547991454601288,0.5452008247375488
7,MobileNet_RecPlot + EffNet_RecPlot,2,0,0,0.9917214512825012,0.008278564549982548
7,MobileNet_RecPlot + EffNet_RecPlot,3,0,0,0.9372362494468689,0.0627637580037117
7,MobileNet_RecPlot + EffNet_RecPlot,4,0,0,0.9678171277046204,0.03218286111950874
7,MobileNet_RecPlot + EffNet_RecPlot,5,0,0,0.8549396991729736,0.14506030082702637
7,MobileNet_RecPlot + EffNet_RecPlot,6,0,0,0.9413767457008362,0.05862327292561531
7,MobileNet_RecPlot + EffNet_RecPlot,7,0,0,0.9949486255645752,0.005051375366747379
7,MobileNet_RecPlot + EffNet_RecPlot,8,0,0,0.9897707104682922,0.010229270905256271
7,MobileNet_RecPlot + EffNet_RecPlot,9,0,0,0.8730359077453613,0.12696407735347748
7,MobileNet_RecPlot + EffNet_RecPlot,10,0,0,0.6207258701324463,0.3792741298675537
7,MobileNet_RecPlot + EffNet_RecPlot,11,0,0,0.9946937561035156,0.005306254141032696
7,MobileNet_RecPlot + EffNet_RecPlot,12,0,0,0.7179376482963562,0.2820623815059662
7,MobileNet_RecPlot + EffNet_RecPlot,13,0,0,0.9328097701072693,0.06719022989273071
7,MobileNet_RecPlot + EffNet_RecPlot,14,0,0,0.9014581441879272,0.09854187071323395
7,MobileNet_RecPlot + EffNet_RecPlot,15,0,0,0.9575528502464294,0.04244716465473175
7,MobileNet_RecPlot + EffNet_RecPlot,16,0,0,0.6790311336517334,0.320968896150589
7,MobileNet_RecPlot + EffNet_RecPlot,17,0,0,0.9288985133171082,0.07110152393579483
7,MobileNet_RecPlot + EffNet_RecPlot,18,0,0,0.892430305480957,0.10756967961788177
7,MobileNet_RecPlot + EffNet_RecPlot,19,0,0,0.8795204758644104,0.12047957628965378
7,MobileNet_RecPlot + EffNet_RecPlot,20,0,0,0.9906313419342041,0.009368669241666794
7,MobileNet_RecPlot + EffNet_RecPlot,21,0,0,0.6637330055236816,0.33626696467399597
7,MobileNet_RecPlot + EffNet_RecPlot,22,1,1,0.09898392111063004,0.9010160565376282
7,MobileNet_RecPlot + EffNet_RecPlot,23,1,1,0.005775878671556711,0.9942241311073303
7,MobileNet_RecPlot + EffNet_RecPlot,24,1,1,0.01483386941254139,0.985166072845459
7,MobileNet_RecPlot + EffNet_RecPlot,25,1,1,0.23004458844661713,0.7699553966522217
7,MobileNet_RecPlot + EffNet_RecPlot,26,1,0,0.8165426254272461,0.1834573745727539
7,MobileNet_RecPlot + EffNet_RecPlot,27,1,1,0.03817491605877876,0.9618251323699951
7,MobileNet_RecPlot + EffNet_RecPlot,28,1,1,0.04366976395249367,0.9563301801681519
7,MobileNet_RecPlot + EffNet_RecPlot,29,1,1,0.09961804747581482,0.9003819227218628
7,MobileNet_RecPlot + EffNet_RecPlot,30,1,1,0.02432534098625183,0.9756746292114258
7,MobileNet_RecPlot + EffNet_RecPlot,31,1,1,0.08363344520330429,0.9163665771484375
7,EffNet_Original + EffNet_RecPlot,0,0,0,0.8186646699905396,0.18133538961410522
7,EffNet_Original + EffNet_RecPlot,1,0,1,0.48564717173576355,0.5143528580665588
7,EffNet_Original + EffNet_RecPlot,2,0,0,0.9824870228767395,0.017512965947389603
7,EffNet_Original + EffNet_RecPlot,3,0,0,0.9875749945640564,0.012425018474459648
7,EffNet_Original + EffNet_RecPlot,4,0,0,0.8799957036972046,0.1200043186545372
7,EffNet_Original + EffNet_RecPlot,5,0,0,0.8720760345458984,0.12792398035526276
7,EffNet_Original + EffNet_RecPlot,6,0,0,0.9446390867233276,0.05536089092493057
7,EffNet_Original + EffNet_RecPlot,7,0,0,0.6060546040534973,0.3939453959465027
7,EffNet_Original + EffNet_RecPlot,8,0,0,0.9827115535736084,0.017288435250520706
7,EffNet_Original + EffNet_RecPlot,9,0,0,0.7645069360733032,0.23549309372901917
7,EffNet_Original + EffNet_RecPlot,10,0,0,0.7880470752716064,0.21195292472839355
7,EffNet_Original + EffNet_RecPlot,11,0,0,0.6873638033866882,0.3126361668109894
7,EffNet_Original + EffNet_RecPlot,12,0,0,0.7516072392463684,0.24839279055595398
7,EffNet_Original + EffNet_RecPlot,13,0,0,0.8571630716323853,0.14283692836761475
7,EffNet_Original + EffNet_RecPlot,14,0,0,0.6392730474472046,0.3607269823551178
7,EffNet_Original + EffNet_RecPlot,15,0,0,0.8445442914962769,0.15545576810836792
7,EffNet_Original + EffNet_RecPlot,16,0,0,0.9036250114440918,0.09637492150068283
7,EffNet_Original + EffNet_RecPlot,17,0,0,0.8003634214401245,0.1996365487575531
7,EffNet_Original + EffNet_RecPlot,18,0,0,0.7704058885574341,0.22959411144256592
7,EffNet_Original + EffNet_RecPlot,19,0,0,0.9078584313392639,0.09214158356189728
7,EffNet_Original + EffNet_RecPlot,20,0,0,0.6785362958908081,0.3214637339115143
7,EffNet_Original + EffNet_RecPlot,21,0,1,0.43922898173332214,0.5607709884643555
7,EffNet_Original + EffNet_RecPlot,22,1,1,0.056264668703079224,0.9437353610992432
7,EffNet_Original + EffNet_RecPlot,23,1,1,0.0005580661818385124,0.9994419813156128
7,EffNet_Original + EffNet_RecPlot,24,1,1,0.0008424423867836595,0.9991576075553894
7,EffNet_Original + EffNet_RecPlot,25,1,1,0.003416877007111907,0.996583104133606
7,EffNet_Original + EffNet_RecPlot,26,1,1,0.47912582755088806,0.5208741426467896
7,EffNet_Original + EffNet_RecPlot,27,1,1,0.00487648556008935,0.9951235055923462
7,EffNet_Original + EffNet_RecPlot,28,1,1,0.08277231454849243,0.9172276258468628
7,EffNet_Original + EffNet_RecPlot,29,1,1,0.17129626870155334,0.828703761100769
7,EffNet_Original + EffNet_RecPlot,30,1,1,0.0038245266769081354,0.9961754679679871
7,EffNet_Original + EffNet_RecPlot,31,1,1,0.02161990851163864,0.9783800840377808
7,MobileNet_Original + MobileNet_Original,0,0,0,0.949123203754425,0.05087679252028465
7,MobileNet_Original + MobileNet_Original,1,0,0,0.6322586536407471,0.3677413761615753
7,MobileNet_Original + MobileNet_Original,2,0,0,0.8990924954414368,0.10090751945972443
7,MobileNet_Original + MobileNet_Original,3,0,0,0.9829820990562439,0.017017871141433716
7,MobileNet_Original + MobileNet_Original,4,0,0,0.9479120373725891,0.05208797752857208
7,MobileNet_Original + MobileNet_Original,5,0,0,0.9835711121559143,0.016428910195827484
7,MobileNet_Original + MobileNet_Original,6,0,0,0.9604279398918152,0.039572056382894516
7,MobileNet_Original + MobileNet_Original,7,0,0,0.9414799809455872,0.05852004140615463
7,MobileNet_Original + MobileNet_Original,8,0,0,0.999730110168457,0.00026991270715370774
7,MobileNet_Original + MobileNet_Original,9,0,0,0.9531787037849426,0.04682131111621857
7,MobileNet_Original + MobileNet_Original,10,0,0,0.8596838712692261,0.1403161585330963
7,MobileNet_Original + MobileNet_Original,11,0,0,0.9214760661125183,0.07852395623922348
7,MobileNet_Original + MobileNet_Original,12,0,0,0.9546109437942505,0.04538906738162041
7,MobileNet_Original + MobileNet_Original,13,0,0,0.9528324007987976,0.04716762155294418
7,MobileNet_Original + MobileNet_Original,14,0,0,0.9681022763252258,0.031897712498903275
7,MobileNet_Original + MobileNet_Original,15,0,0,0.9499304890632629,0.050069522112607956
7,MobileNet_Original + MobileNet_Original,16,0,0,0.9857855439186096,0.014214398339390755
7,MobileNet_Original + MobileNet_Original,17,0,0,0.8373484015464783,0.16265161335468292
7,MobileNet_Original + MobileNet_Original,18,0,0,0.8371129035949707,0.1628870666027069
7,MobileNet_Original + MobileNet_Original,19,0,0,0.9531320333480835,0.0468679815530777
7,MobileNet_Original + MobileNet_Original,20,0,0,0.807452917098999,0.19254708290100098
7,MobileNet_Original + MobileNet_Original,21,0,0,0.8794330954551697,0.12056683748960495
7,MobileNet_Original + MobileNet_Original,22,1,1,0.020264845341444016,0.9797351360321045
7,MobileNet_Original + MobileNet_Original,23,1,1,0.005834257695823908,0.9941657185554504
7,MobileNet_Original + MobileNet_Original,24,1,1,0.001301686861552298,0.9986982941627502
7,MobileNet_Original + MobileNet_Original,25,1,1,0.0011649193475022912,0.998835027217865
7,MobileNet_Original + MobileNet_Original,26,1,1,0.0004520514630712569,0.9995479583740234
7,MobileNet_Original + MobileNet_Original,27,1,1,0.09541049599647522,0.9045895338058472
7,MobileNet_Original + MobileNet_Original,28,1,1,0.40343692898750305,0.5965631008148193
7,MobileNet_Original + MobileNet_Original,29,1,1,0.08620070666074753,0.9137992858886719
7,MobileNet_Original + MobileNet_Original,30,1,1,0.024768946692347527,0.9752310514450073
7,MobileNet_Original + MobileNet_Original,31,1,1,0.006986839696764946,0.9930132031440735
7,MobileNet_RecPlot + MobileNet_RecPlot,0,0,1,0.46129271388053894,0.5387073159217834
7,MobileNet_RecPlot + MobileNet_RecPlot,1,0,0,0.6428014636039734,0.3571985363960266
7,MobileNet_RecPlot + MobileNet_RecPlot,2,0,0,0.9948561191558838,0.005143885035067797
7,MobileNet_RecPlot + MobileNet_RecPlot,3,0,0,0.8803873658180237,0.1196126639842987
7,MobileNet_RecPlot + MobileNet_RecPlot,4,0,0,0.9368512034416199,0.06314881891012192
7,MobileNet_RecPlot + MobileNet_RecPlot,5,0,0,0.8050840497016907,0.1949159801006317
7,MobileNet_RecPlot + MobileNet_RecPlot,6,0,0,0.8851355314254761,0.11486446857452393
7,MobileNet_RecPlot + MobileNet_RecPlot,7,0,0,0.9906612038612366,0.009338770993053913
7,MobileNet_RecPlot + MobileNet_RecPlot,8,0,0,0.9917880296707153,0.008211996406316757
7,MobileNet_RecPlot + MobileNet_RecPlot,9,0,0,0.9140281677246094,0.08597180992364883
7,MobileNet_RecPlot + MobileNet_RecPlot,10,0,1,0.3695196509361267,0.6304803490638733
7,MobileNet_RecPlot + MobileNet_RecPlot,11,0,0,0.991429328918457,0.008570692501962185
7,MobileNet_RecPlot + MobileNet_RecPlot,12,0,0,0.806611955165863,0.19338804483413696
7,MobileNet_RecPlot + MobileNet_RecPlot,13,0,0,0.8663614392280579,0.13363856077194214
7,MobileNet_RecPlot + MobileNet_RecPlot,14,0,0,0.8396872878074646,0.1603127270936966
7,MobileNet_RecPlot + MobileNet_RecPlot,15,0,0,0.9164361953735352,0.08356382697820663
7,MobileNet_RecPlot + MobileNet_RecPlot,16,0,1,0.468666136264801,0.531333863735199
7,MobileNet_RecPlot + MobileNet_RecPlot,17,0,0,0.9519903063774109,0.04800974950194359
7,MobileNet_RecPlot + MobileNet_RecPlot,18,0,0,0.8553608655929565,0.14463914930820465
7,MobileNet_RecPlot + MobileNet_RecPlot,19,0,0,0.767503023147583,0.23249690234661102
7,MobileNet_RecPlot + MobileNet_RecPlot,20,0,0,0.9943172335624695,0.005682774819433689
7,MobileNet_RecPlot + MobileNet_RecPlot,21,0,0,0.9275658130645752,0.07243417948484421
7,MobileNet_RecPlot + MobileNet_RecPlot,22,1,1,0.08645734190940857,0.913542628288269
7,MobileNet_RecPlot + MobileNet_RecPlot,23,1,1,0.01090212818235159,0.9890978932380676
7,MobileNet_RecPlot + MobileNet_RecPlot,24,1,1,0.02828546240925789,0.9717144966125488
7,MobileNet_RecPlot + MobileNet_RecPlot,25,1,1,0.45787301659584045,0.5421270132064819
7,MobileNet_RecPlot + MobileNet_RecPlot,26,1,0,0.6749541759490967,0.32504579424858093
7,MobileNet_RecPlot + MobileNet_RecPlot,27,1,1,0.07576469331979752,0.9242352843284607
7,MobileNet_RecPlot + MobileNet_RecPlot,28,1,1,0.061332400888204575,0.9386676549911499
7,MobileNet_RecPlot + MobileNet_RecPlot,29,1,1,0.07122132927179337,0.9287786483764648
7,MobileNet_RecPlot + MobileNet_RecPlot,30,1,1,0.04652734100818634,0.9534726738929749
7,MobileNet_RecPlot + MobileNet_RecPlot,31,1,1,0.157917782664299,0.8420822620391846
7,EffNet_Original + EffNet_Original,0,0,0,0.9604301452636719,0.03956988826394081
7,EffNet_Original + EffNet_Original,1,0,0,0.7044975161552429,0.29550254344940186
7,EffNet_Original + EffNet_Original,2,0,0,0.9763873219490051,0.023612691089510918
7,EffNet_Original + EffNet_Original,3,0,0,0.9810647964477539,0.018935196101665497
7,EffNet_Original + EffNet_Original,4,0,0,0.7612082958221436,0.23879173398017883
7,EffNet_Original + EffNet_Original,5,0,0,0.8393567204475403,0.1606433391571045
7,EffNet_Original + EffNet_Original,6,0,0,0.8916602730751038,0.10833971202373505
7,EffNet_Original + EffNet_Original,7,0,1,0.2128731906414032,0.7871268391609192
7,EffNet_Original + EffNet_Original,8,0,0,0.9776696562767029,0.022330323234200478
7,EffNet_Original + EffNet_Original,9,0,0,0.6969702243804932,0.3030298352241516
7,EffNet_Original + EffNet_Original,10,0,0,0.7041621208190918,0.2958379089832306
7,EffNet_Original + EffNet_Original,11,0,1,0.37676945328712463,0.623230516910553
7,EffNet_Original + EffNet_Original,12,0,0,0.8739511370658875,0.12604886293411255
7,EffNet_Original + EffNet_Original,13,0,0,0.7150680422782898,0.2849319875240326
7,EffNet_Original + EffNet_Original,14,0,1,0.3153170943260193,0.6846829652786255
7,EffNet_Original + EffNet_Original,15,0,0,0.6904190182685852,0.30958104133605957
7,EffNet_Original + EffNet_Original,16,0,0,0.9178540706634521,0.08214595168828964
7,EffNet_Original + EffNet_Original,17,0,0,0.6949201822280884,0.30507978796958923
7,EffNet_Original + EffNet_Original,18,0,0,0.6113120317459106,0.38868799805641174
7,EffNet_Original + EffNet_Original,19,0,0,0.8241790533065796,0.1758209466934204
7,EffNet_Original + EffNet_Original,20,0,1,0.3701270818710327,0.6298729181289673
7,EffNet_Original + EffNet_Original,21,0,1,0.4785577356815338,0.5214422345161438
7,EffNet_Original + EffNet_Original,22,1,1,0.0010188353480771184,0.9989811778068542
7,EffNet_Original + EffNet_Original,23,1,1,0.00046650355216115713,0.9995335340499878
7,EffNet_Original + EffNet_Original,24,1,1,0.0003026073973160237,0.9996974468231201
7,EffNet_Original + EffNet_Original,25,1,1,0.004617591388523579,0.9953824281692505
7,EffNet_Original + EffNet_Original,26,1,1,0.00012056982814101502,0.9998794198036194
7,EffNet_Original + EffNet_Original,27,1,1,0.009167833253741264,0.9908321499824524
7,EffNet_Original + EffNet_Original,28,1,1,0.139537513256073,0.8604625463485718
7,EffNet_Original + EffNet_Original,29,1,1,0.21457776427268982,0.7854222655296326
7,EffNet_Original + EffNet_Original,30,1,1,0.005525713320821524,0.9944742918014526
7,EffNet_Original + EffNet_Original,31,1,1,0.033890705555677414,0.9661092758178711
7,EffNet_RecPlot + EffNet_RecPlot,0,0,0,0.6768991351127625,0.32310089468955994
7,EffNet_RecPlot + EffNet_RecPlot,1,0,1,0.2667968273162842,0.7332031726837158
7,EffNet_RecPlot + EffNet_RecPlot,2,0,0,0.9885867834091187,0.011413243599236012
7,EffNet_RecPlot + EffNet_RecPlot,3,0,0,0.9940851330757141,0.005914841778576374
7,EffNet_RecPlot + EffNet_RecPlot,4,0,0,0.9987831115722656,0.0012169049587100744
7,EffNet_RecPlot + EffNet_RecPlot,5,0,0,0.9047954082489014,0.09520462155342102
7,EffNet_RecPlot + EffNet_RecPlot,6,0,0,0.9976179003715515,0.00238207308575511
7,EffNet_RecPlot + EffNet_RecPlot,7,0,0,0.9992360472679138,0.0007639799732714891
7,EffNet_RecPlot + EffNet_RecPlot,8,0,0,0.9877534508705139,0.012246547266840935
7,EffNet_RecPlot + EffNet_RecPlot,9,0,0,0.8320437073707581,0.16795635223388672
7,EffNet_RecPlot + EffNet_RecPlot,10,0,0,0.8719320297241211,0.12806794047355652
7,EffNet_RecPlot + EffNet_RecPlot,11,0,0,0.9979581832885742,0.002041816245764494
7,EffNet_RecPlot + EffNet_RecPlot,12,0,0,0.6292632818222046,0.370736688375473
7,EffNet_RecPlot + EffNet_RecPlot,13,0,0,0.9992581009864807,0.0007419062894769013
7,EffNet_RecPlot + EffNet_RecPlot,14,0,0,0.9632290005683899,0.0367710217833519
7,EffNet_RecPlot + EffNet_RecPlot,15,0,0,0.9986695051193237,0.0013305041939020157
